,X,Article_title,Name_first,Name_last,Num_authors,H_index_first,H_index_last,Num_publications_first,Num_publications_last,Num_preprints_first,Num_preprints_last,ECR_status_first,TypeOf_ECR_First,ECR_status_last,TypeOf_ECR_Last,Institution_size_first,TypeOf_Institution,Country,Continent,ImpactFactor,Journal,gender_first,gender_last,ECR_status_first_simplified,ECR_status_last_simplified
424,24,Burrowing detritivores regulate nutrient cycling in a desert ecosystem,Nevo Sagi,Dror Hawlena,3,0,21,2,52,0,0,ECR ,PhD,Seniorer lecturer,NA,Large,Public,Israel,Asia,4.637,Proceedings of the Royal Society B,male,NA,Non_ECR,Non_ECR
425,25,Risk alleles for tuberculosis infection associate with reduced immune reactivity in a wild mammalian host,Hannah Tavalire,Anna E. Jolles,6,5,27,14,122,1,0,ECR ,Post doc,Professor,NA,Large,Public,USA,North America,4.637,Proceedings of the Royal Society B,female,female,Non_ECR,Non_ECR
426,26,Bite marks and predation of fossil jawless fish during the rise of jawed vertebrates,Emma Randle,Robert S. Sandom,2,4,17,7,54,0,1,ECR ,Grad student,Seniorer lecturer,NA,Large,Public,England/UK,Europe,4.637,Proceedings of the Royal Society B,female,male,Non_ECR,Non_ECR
427,27,"Lethal and sublethal synergistic effects of a new systemic pesticide, flupyradifurone (Sivanto®), on honeybees",Simone Tosi,James C. Nieh,2,10,34,36,152,0,0,ECR ,Post doc,Professor,NA,Large,Public,USA,North America,4.637,Proceedings of the Royal Society B,female,male,Non_ECR,Non_ECR
428,28,Specialized sledge dogs accompanied Inuit dispersal across the North American Arctic,Carly Ameen,Allowen Evin,60,4,20,9,69,0,2,ECR ,Post doc,Research chair,NA,Large,Public,England/UK,Europe,4.637,Proceedings of the Royal Society B,female,NA,Non_ECR,Non_ECR
429,29,Morphological variation suggests that chitinozoans may be fossils of individual microorganisms rather than metazoan eggs,Yan Liang,Olle Hints,7,6,20,30,118,0,1,ECR ,Junior researcher',Professor,NA,Medium,Public,Estonia (2nd affiliation),Europe,4.637,Proceedings of the Royal Society B,male,NA,Non_ECR,Non_ECR
430,30,Testing predictions of inclusive fitness theory in inbreeding relatives with biparental care,Elizabeth A. Gow,Jane M. Reid,6,12,39,34,130,0,6,ECR ,Post doc,Research chair,NA,Large,Public,Canada,North America,4.637,Proceedings of the Royal Society B,female,female,Non_ECR,Non_ECR
431,31,The dynamics of men's cooperation and social status in a small-scale society,Chris von Rueden,Michael Gurven,5,26,66,45,411,0,3,Professor,NA,Professor,NA,Small,Private,USA,North America,4.637,Proceedings of the Royal Society B,male,male,Non_ECR,Non_ECR
432,32,The importance of migratory connectivity for global ocean policy,Daniel C. Dunn,Patrick N. Halpin,71,30,49,68,197,0,0,ECR ,Professor,Professor,NA,Medium,Private,USA,North America,4.637,Proceedings of the Royal Society B,male,male,Non_ECR,Non_ECR
433,33,Patterns of mammalian jaw ecomorphological disparity during the Mesozoic/Cenozoic transition,Gemma Louise Benevento,Matt Friedman,3,1,37,2,179,0,1,ECR ,PhD,Professor,NA,Large,Public,England/UK,Europe,4.637,Proceedings of the Royal Society B,female,male,Non_ECR,Non_ECR
434,34,Slower senescence in a wild insect population in years with a more female-biased sex ratio,Rolando Rodriguez Muñoz,Tom Tregenza,5,20,50,49,187,2,3,ECR ,Post doc,Professor,NA,Large,Public,England/UK,Europe,4.637,Proceedings of the Royal Society B,male,male,Non_ECR,Non_ECR
435,35,Text-mined fossil biodiversity dynamics using machine learning,Bjørn Tore Kopperud,Lee Hsiang Liow,3,1,24,8,95,1,3,ECR ,PhD,ECR,Professor,Large,Public,Norway,Europe,4.637,Proceedings of the Royal Society B,NA,male,Non_ECR,ECR
436,36,Anthropogenic remediation of heavy metals selects against natural microbial remediation,Elze Hesse,Angus Buckling,6,10,70,23,261,8,18,ECR ,Research fellow,Professor,NA,Large,Public,England/UK,Europe,4.637,Proceedings of the Royal Society B,NA,male,Non_ECR,Non_ECR
437,37,Optimizing future biodiversity sampling by citizen scientists,Corey T. Callaghan,William K. Cornwell,5,10,47,39,162,1,5,ECR ,Post doc,Professor,NA,Large,Public,Australia,Australia,4.637,Proceedings of the Royal Society B,male,male,Non_ECR,Non_ECR
438,38,Kin but less than kind: within-group male relatedness does not increase female fitness in seed beetles,Elena C. Berg,Alexei A Maklakov,5,11,37,25,95,2,9,Professor,NA,Professorial research fellow,NA,Small,Private,France,Europe,4.637,Proceedings of the Royal Society B,female,male,Non_ECR,Non_ECR
439,39,Elevated aggression is associated with uncertainty in a network of dog dominance interactions,Matthew J. Silk,Robbie A McDonald,5,12,40,33,177,3,2,ECR ,Post doc,Research chair,NA,Large,Public,England/UK,Europe,4.637,Proceedings of the Royal Society B,male,male,Non_ECR,Non_ECR
440,40,Global-scale drivers of crop visitor diversity and the historical development of agriculture,Julian Brown,Saul A. Cunningham,2,5,49,8,181,0,0,ECR ,Post doc,Director,NA,Large,Public,Australia,Australia,4.637,Proceedings of the Royal Society B,male,male,Non_ECR,Non_ECR
441,41,Environmental heterogeneity decreases reproductive success via effects on foraging behaviour,Alice M. Trevail,Samantha C. Patrick,12,5,25,11,54,0,0,ECR ,Post doc,ECR,Post doc,Large,Public,England/UK,Europe,4.637,Proceedings of the Royal Society B,female,female,Non_ECR,ECR
442,42,Trophic structure modulates community rescue following acidification,Graham Bell,Andrew Gonzalez,8,75,57,307,199,2,4,Research Chair,NA,Professor,NA,Large,Public,Canada,North America,4.637,Proceedings of the Royal Society B,male,male,Non_ECR,Non_ECR
443,43,"Haemolymph removal by Varroa mite destabilizes the dynamical interaction between immune effectors and virus in bees, as predicted by Volterra's model",Desiderato Annoscia,Francesco Nazzi,12,9,25,19,83,1,1,ECR ,Post doc,ECR,Professor,Medium,Public,Italy,Europe,4.637,Proceedings of the Royal Society B,NA,male,Non_ECR,ECR
444,44,Catastrophic dynamics limit Atlantic cod recovery,Camilla Sguotti,Christian Möllmann,9,4,45,14,211,0,0,ECR ,Post doc,Professor,NA,Large,Public,Germany,Europe,4.637,Proceedings of the Royal Society B,female,male,Non_ECR,Non_ECR
445,45,The Third Plague Pandemic in Europe,Barbara Bramanti,Nils Chr Stenseth,4,18,111,58,1027,0,6,NA,NA,Professor,NA,Large,Public,Norway,Europe,4.637,Proceedings of the Royal Society B,female,male,ECR,Non_ECR
446,46,Temperature accounts for the biodiversity of a hyperdiverse group of insects in urban Los Angeles,Terrence P. McGlynn,Brian V. Brown,7,24,29,68,256,1,1,Professor,NA,Curator,NA,Medium,Public,USA,North America,4.637,Proceedings of the Royal Society B,male,male,Non_ECR,Non_ECR
447,47,Mutation-rate plasticity and the germline of unicellular organisms,Duur K. Aanen,Alfons J. M. Debets,2,33,37,130,184,3,2,NA,NA,NA,NA,Medium,Public,Netherlands,Europe,4.637,Proceedings of the Royal Society B,NA,male,ECR,ECR
448,48,Computational and experimental insights into the chemosensory navigation of Aedes aegypti mosquito larvae,Eleanor K Lutz,Jeffrey A Riffell,3,3,29,7,141,2,10,ECR ,NYT fellowship,Professor,NA,Large,Public,USA,North America,4.637,Proceedings of the Royal Society B,female,male,Non_ECR,Non_ECR
449,49,Resolving the relationships of clams and cockles: dense transcriptome sampling drastically improves the bivalve tree of life,Sarah Lemer,Gonzalo Giribet,3,15,76,25,402,0,8,ECR ,Senior research faculty,Professor,NA,Small,Public,USA,North America,4.637,Proceedings of the Royal Society B,female,male,Non_ECR,Non_ECR
450,50,Future climate change is predicted to affect the microbiome and condition of habitat-forming kelp,Zhiguang Qiu,Ezequiel M. Marzinelli,9,5,21,13,79,0,1,ECR ,Post doc,Lecturer,NA,Large,Public,Australia,Australia,4.637,Proceedings of the Royal Society B,NA,male,Non_ECR,Non_ECR
451,51,Uncovering a mitochondrial unfolded protein response in corals and its role in adapting to a changing world,Bradford A. Dimos,Mark W. Pellegrino,5,2,11,9,25,1,0,ECR ,PhD,ECR,Professor,Large,Public,USA,North America,4.637,Proceedings of the Royal Society B,male,male,Non_ECR,ECR
